Mean pos	Mean neg	Runners World forum text
2	3	OHAMD,. not any better. I was going to go out today as the weather was so good in the Midlands, but as it was cold and I still have the sniffles and a cough, I decided not to risk it. If I had, I know I would have been out of action for another week or so. It seems to take ages to get rid of a cold when you get older. I think the plan for the next week is out of the window and when I can get back running, it will just be getting some miles in. . Hope the rest of you keep away from the colds etc.
2	2	LTSA - I think you are spot on, about not getting injured, but pushing you just enough..........and of course enjoying the run !! are you used to running that pace? cause i will need someone to keep me on track, although i will have my trusty (mostly), garmin 305 with me !!
2	2	Take some tissues and try not to make your 'issues' the main thing on your mind all the time relax and hopefully enjoy.....It is a beautifull day today for running...
3	3	Great run Benyo - it sounds lovely down there.............. I managed my 16 miles - at least 8 or 9 miles were straight into the teeth of the wind. However, I didn't feel as bad as I thought I would even though uphill into the wind isn't my favourite occupation! Completed in 2hrs 20min so I was really quite pleased as Its a hilly route. Now I'm shattered though, so I'm laid on the couch watching the rugby. . Something strange has happend to my left foot! Along the outside edge at the bottom it has developed a big red/black bruise during my run! Didn't hurt as I ran and doesn't hurt now.............anyone any ideas? I know I'm overdue for new shoes but keep putting it off as these are like an old pair of slippers now. Hope you all enjoy the rest of the weekend - I'm routing for your Mum Benyo........
2	1	Hail Hail . Confess to preferring the 1 hour stint option (purely cos I aint got the reall speed in my legs, but stamina I'm ok), but I'll defer to the majority opinion. . NtS - quick question. I've been looking at flights. Due to family commitments, it would be better for me to get a Friday morning flight down. Is this going to be a big problem, if I'm not there for the start? I'd prefer to be in all the photos obviously, but is it crucial?
3	2	lol TT my kid brother is 27 this year !!!!!!! Took 5 miles to catch you at Wokingham :-). TR, as usual I would say something different to the others and suggest you did a progressive run with only about 6 miles late on at planned MP but thats just me. 6 @ 7.15-7.30. 6 @ 7-7.15. 6 @ planned MP. 2 easy. If you can run between 2.15 and 2.25 with relative ease you will be able to run a sub 3 marathon.
3	3	Evening everyone. . Did Llanelli today...MadWelsh it was nice to meet you too. Sorry we didn't get much time to chat but I guess after a hard race isn't the best time anyway. I was feeling really nauseous at that point. :-( That's the second time I've felt sick after a HM. Has anyone else experienced that? My HM pb is 219 but I only managed 2:25 today which, actually, on the back of all the hard work we've been doing lately, isn't that bad I guess. It was really windy too. The training must be paying off though because I'm not as stiff and sore as when I did Lake Vyrnwy half...shame they're not doing that this year...tis a lovely race. SD that vid made me all emotional too! . As for all the niggles, I've a few that come and go. I've suffered with pf for ages now but it only seems to affect me when I've been inactive for a while, it doesn't stop me running. IT band...I'm aware of it but as soon as I get a twinge (and this goes for all my other niggles) I have a sports massage...I'm covered in bruises but they seem to do the trick! Good look for the coming week everyone...
2	3	Brian ,. Very short term plan is to get out of work as early as possible today - 9pm finish on Tuesday, Wednesday and Thursday has left me cream-crackered! And I need to go to the gym as only exercise this week has been 2 x 5 miles @ 7.35 m/m, which is hardly top-end stuff... In terms of training, plan is to introduce some short and fairly gentle speedwork next week, so that my 3 runs of 5/6 miles each week are something approaching quality work and to do longer, lower HR sessions in the gym. Then I'll test the waters with either a 10K or a leg of the Midlands Road Relays the first weekend in April and take it from there. I'm probably being over-cautious (Gobi would be proud!) but having been in pain even walking for 10 days I'm scared of pushing things now. Better safe than sorry and all that.
2	1	Geoff M -Just read back that you are starting at blue start. Think you may be a bit quick for me tho'! I'm going to try and find the sub 4.30 pace maker and stick like glue! How about you will you pace youself? :) 
2	2	Thanks WA. &lt;wanders off to find thread to add own angst&gt;
2	2	Hi Everybody. good to see you are all doing well keep it up. had quite a hectic week so ive only managed a 4 mile hill session at gym on tuesday and two 7 miler on friday and today but ill just keep plodding on. busy at work next week we have the cheltenham gold cup races going on at our hotel lots of irish spending there hard earned cash on the horses, ill see if i can get any good tips off them. i purchase some new trainers back in jan and ive now done 180mile in them does anybody think i should get some more now ready for april. Take Cake all. mark
