mean pos	mean neg	YouTube Text
3	1	Ireland at it's best !!!
1	2	It won't let me comment a link, so i'll PM you. ^ ^ :;sorry.
2	2	I know, right?
3	1	I am not a Bangladeshi but I love her songs. Not only her voice but also the videos....
2	1	Cool Video...What's the name of the song playing?
2	1	Ready to night party and meet naughty women **mworld5.info**
3	2	LMFAO, i miss that old trent, now trent is just old, lol, but hes still god
4	1	amazing!
1	2	Hmmm more like a movie trailer
3	2	This is beautiful!! Please, unsolicited Indian telemarketers, please, watch this video and practice it!Just a suggestion, it'd be awesome if you had Subtitles for each word you said... you can make them using "YouTube Annotations"
5	1	yes yes yes yes THANK UUUUUUUUU now ill get my 360 i play my fatass online with my frined THNK UU SSSSOOOOO MUCH DAME TEACHER DIDNT TOLD US HOW TO DO IT
3	1	VERY WELL SAID!! Pero sana TAGALOG yung usapan para siguradong maintindihan ng masa. :D
2	2	Please write "I love you" in Navajo! I can almost figure out which word is which in the sentence but it's hard without seeing it written.
2	2	YOU USED FLANDRES THEME! i still cant get to her extra stage D; also good lineart XD
1	4	wow are you shiting i want my 4 sec back
4	1	such a simple song...but so mesmerizing. :)
4	1	this song is so cute <3 =)
2	2	Great as always, but personally i like it when you commentate the replays of the game not the first person cause you can focus more on the battles and the other players and less on button spamming.
2	3	hi asenath1954- its between market place and jennings brewery.
1	1	is this a dado machine?
2	2	Greetings from the caves of war. My name is Sgt George LucasI am an American soldier, serving in the military with the army's 3rd infantry division based in Iraq/ Baghdad. With a very desperate need for assistance, please contact me as soon as possible with my private email address which is my only way of communication email: (sgtgeorgeluc101@aol.com) Thanks and God bless us all. Sgt George Lucas (sgtgeorgeluc101@aol.com)
3	1	you make very lovely babies :) bless them
1	1	@wowvicio S? pode ser gordo
2	2	ok i just copied it all off the website and im building my first pc but im trying to get some top of the line stuff thats not like crazy expensive, but now i have the cpu off my dads old computer i just need a case and mobo, which i know the case i just need a mobo
3	3	For anyone considering cataract surgery...don't watch this video! I'm sorry that I did. It caused unnecessary anxiety. I had this surgery two days ago. Before the surgery I was given drops to numb the eye. The sedative they give you in the operating room put me out immediately. I was not awake during the procedure. . I had very little pain afterward. A Tylenol took care of it. And the difference in eyesight is phenomenal.
1	1	72 hours.
2	2	@Tsuruta1 I would hardly call america's colleges and universities' view of history "mainstream," particularly because the views are not unanimous. What is true, however, is the uni system has accountability because faculty risk their career by spreading
1	2	Is this a sound stage dressed as a bar ? WTF ?
1	1	Kostenlosen Mail Bomber hier bei mir zum Download.
3	1	shes holding her hand but awesome 5 stars from me
3	1	the snow is so beautiful
1	4	bullshit
3	1	AH, I see you've already seen the Moo-norail. It turned out well. Though the best are yet to come!
3	1	Very nice!
5	1	one of the best actors ever!!!!!!!!!!!
2	2	Is this game more accurate on the Xbox 360 than the PS3?
4	1	Everytime I look Madhubala is more beautiful than ever, the beauty takes ones breath away! this is God given, they dont make them like this anymore
2	1	Doc,
3	2	Totally RAD BETCH. Linux is the best.
3	1	Thank you so much for posting this.
2	2	I wish we had a nellyville.
1	1	Try Latino brides in your area ** sarafox.info **
1	1	De lo que me pierdo, papasote!!! no te eh olvidado israel sigues siendo mi amor platonico.
2	1	its designed after a benneli m3
2	1	Question, is it all right to use beef stock instead of water?
3	1	Wow. Amazing video. I'm starting nursing school soon and hope to be a flight nurse one day.
3	3	Oh God...*overwhelmed*
5	1	P!NK... Amazing... You are Fuckin Perfect.. I have listened to this song all night Thank you for all you do. Never stop :)
2	3	Reminds me of those "abducted by aliens" testimonies ... no-one will believe the poor rhino. "Seriously, there's a big chunk of my ear missing, and I had bruises all over..."
3	3	my brother died and were very close i cryed for a long time and i still havnt got over it he was one of my best friend
1	1	is that rickey gervais?
4	2	FUCK!That Was Epic!
1	2	They totally had the iPad 10,000.2 back in those days, =p(psst, this is Anwyn btw, =D)
2	1	Those trails look like fun
2	2	Don't forget to Enable 'Simple File Sharing' again. And make sure you try this on a Test File or Folder first, or you may accidentally lock yourself out of your important File or Folder.
2	1	@BoX098 lol mine too!
1	2	im doing this in september. how many press ups are you suppose to do, im rubbish at them :(
3	2	Wow....the gols can two shot a pylon, but can't beat those carriers?But then again, the dragoons were WAY OP'd against the bunker, and the Gols were WAAY more OP'd against goons and the Carriers were just OP'd in general.Awesome video x}
3	3	Dick Butkus is one of the toughest mother fuckers ever. If you don't believe me take it up with him.
2	2	I mean Chew chew!!
2	1	great video u should join my program and checkout my channel
1	2	results of demerit1. a mark against a person for misconduct or deficiency: If you receive four demerits during a term, you will be expelled from school. 2. the quality of being censurable or punishable; fault; culpability.
1	4	If We dont do something about these freeks than we are stupid!!!!!!!!!!
3	1	Gibbs smirks as though he's seen it all before. cute I love TIVA!
4	2	ah man you saw the tour!?!?!?! lucky duck i wish i could have seen it
3	1	awesome . i hope sony listen to u
1	1	Right lane was a heads/cam LS1 with a 150 shot
3	1	this song is cool
4	1	niiiiiiiiiiiiiiiiiiice
4	1	LOL!!! Bing!
3	1	Awww... I went to Australia back in 2005 with a program.. A group of probably between 30 and forty high school age kids... and over the course of the trip, this was deemed as our group song! Nostalgic memories! What a wonderful song and group.
2	2	@mobbvillan1 108.5 ft lbs of torque is listed in the service manual. And your torquing the nut, not the actual clutch assembly. I've heard people say 6th gear and I've also heard 1st gear. I personally used 1st gear but when I do it again I'll try 6th.
4	1	Wonderful!!
1	3	Kane lost his mask in the late 90's and early 00's, definetely not in 07 so something is messed up there. Really poor quailty.
2	1	Save the Constitution - Ron Paul for President 08
2	3	looks like he was about to vomit when he said "King deserves to be honored" must be hard to lie so much, he is following along in Bush's footsteps quite well.
2	2	only 2 comments? people miss the best music.
2	2	The detective guy reminds me of that black guy whos in Street Kings..The one who stashed the money in his wall.
2	2	thats fair play but this is a last promise song this one :P
3	1	@Mr305aka BINGO!
3	1	i love the sound of whiskey sloshing in a glass container in the beginning
3	2	11:15 = "while you're down there..." LOL
2	2	I have no doubt that the feds will file suit if Proposition 19 passes, said Dale Gieringer, California director for the pro-legalization National Organization for Reform of Marijuana Laws.Yes On Prop. 19
2	2	Even tho am no with shelly.. lol
1	3	called sarcasm look it up
2	1	does any one know where i can find season 2 episode naked babes. thanks
3	1	What a life story!
1	3	Qiu Yike has some nasty blocks
1	3	Scotty is an annoying putz.
2	2	i talkd to you on whitestripeslvr1 about the fraud
1	4	There not fkin sniper lobbies u no people can snipe fkin hell so u disliked it
2	1	Does anyone know? the name? of the piece of music used in the intro?
4	1	very cool!
4	1	wooohhhh come on the 80,s :)
2	1	@OctalLord Means he's testing things
3	2	How does Arn Anderson not make this list? 
1	5	This speaker really wants to sound like Obama. "Ah, Ah, Ah, Ah, Ah. fucking retard cant talk.
2	2	@dunno199 He just means a bundle of burning sticks.
3	1	@xRabiedRoosteRx lol...me too :P
4	1	@meshowcauseme3
1	2	i'm literally crying right now.
2	2	i could do that in my sleep
4	1	team garcia!!!
1	1	eshghe mane hameeeeeeeeed
1	4	Is his brain like a one track mind on repeat?He keeps saying "Oh! I'm leaving bye!"*six months pass*"I'm leaving again people are sick!"Seriously....../Facepalm
4	1	I love this song:)Play all the time on my Ipod
5	1	OH MY GOD ! That , If you don't mind me say ...was actually beautiful :')
3	1	I have my first lesson today. This is very helpful!
4	1	i hope shes doing okaii <--- cutest thing ever!
2	2	He might see it. I'll post it on my wall.
2	2	Try making the program from scratch so we can follow along, add some annotations or commentary explaining what you are doing.
